Code,Nom,DCI,Marque,Categorie,Prix Vente,Prix Achat,Rx
PN0401,"Oflocet 200mg cp",,,Autre,0,0,Non
PN0402,"Oflomac 200mg cp",,,Autre,0,0,Non
PN0403,"Oflomac 400mg cp",,,Autre,0,0,Non
PN0404,"Oflor cp",,,Autre,0,0,Non
PN0405,"Omeprazol BGR B/14 cp",,,Autre,0,0,Non
PN0406,"Omeprazol BGR B/28 cp",,,Autre,0,0,Non
PN0407,"Oroperydis cp",,,Autre,0,0,Non
PN0408,"Oedes B/14 cp",,,Autre,0,0,Non
PN0409,"Oedes B/28 cp",,,Autre,0,0,Non
PN0410,"Ospen 1M.U.I cp",,,Autre,0,0,Non
PN0411,"Oramid cp",,,Autre,0,0,Non
PN0412,"Ospamox 500mg cp",,,Autre,0,0,Non
PN0413,"Ospamox 1g cp",,,Autre,0,0,Non
PN0414,"Oxyboldine cp",,,Autre,0,0,Non
PN0415,"Ocuguard cp",,,Autre,0,0,Non
PN0416,"Oziben 100mg cp",,,Autre,0,0,Non
PN0417,"Oziben 500mg cp",,,Autre,0,0,Non
PN0418,"Palumil Adulte cp",,,Autre,0,0,Non
PN0419,"Palucure 20/120 cp",,,Autre,0,0,Non
PN0420,"Palacure 40/240 cp",,,Autre,0,0,Non
PN0421,"Papofer cp",,,Autre,0,0,Non
PN0422,"Prazol B/14 cp",,,Autre,0,0,Non
PN0423,"Prazol B/28 cp",,,Autre,0,0,Non
PN0424,"Panto Denk 20mg cp",,,Autre,0,0,Non
PN0425,"Panto Denk 40mg cp",,,Autre,0,0,Non
PN0426,"Panadol Advance cp",,,Autre,0,0,Non
PN0427,"Panadol Extra cp",,,Autre,0,0,Non
PN0428,"Panalgic cp",,,Autre,0,0,Non
PN0429,"Caplin Painex B/10mg cp",,,Autre,0,0,Non
PN0430,"Caplin Painex B/30mg cp",,,Autre,0,0,Non
PN0431,"Paraco Denk cp",,,Autre,0,0,Non
PN0432,"Pidex cp",,,Autre,0,0,Non
PN0433,"Pill 72 cp",,,Autre,0,0,Non
PN0434,"Perispasm cp",,,Autre,0,0,Non
PN0435,"Phenergan cp",,,Autre,0,0,Non
PN0436,"Preventacare F cp",,,Autre,0,0,Non
PN0437,"Plencoxib 200mg cp",,,Autre,0,0,Non
PN0438,"Predni 20mg cp",,,Autre,0,0,Non
PN0439,"Prenatal Denk cp",,,Autre,0,0,Non
PN0440,"Prenatal + DHA cp",,,Autre,0,0,Non
PN0441,"Principe B fort cp",,,Autre,0,0,Non
PN0442,"Profiz forte cp",,,Autre,0,0,Non
PN0443,"Primalan 10mg cp",,,Autre,0,0,Non
PN0444,"Primalan 5mg cp",,,Autre,0,0,Non
PN0445,"Plufentrine 80mg cp",,,Autre,0,0,Non
PN0446,"Profenil cp",,,Autre,0,0,Non
PN0447,"Protec pill cp",,,Autre,0,0,Non
PN0448,"Propofan cp",,,Autre,0,0,Non
PN0449,"Profenol cp",,,Autre,0,0,Non
PN0450,"Prokefen 100 mg cp",,,Autre,0,0,Non
PN0451,"Quinex 300mg cp",,,Autre,0,0,Non
PN0452,"Neurgab 150",,,Autre,0,0,Non
PN0453,"Plaucure 80/",,,Autre,0,0,Non
PN0454,"Rabeloc cp",,,Autre,0,0,Non
PN0455,"Ramithiazide 10/12.5mg cp",,,Autre,0,0,Non
PN0456,"Ramithiazide10/25mg cp",,,Autre,0,0,Non
PN0457,"Ramithiazide 5/12.5mg cp",,,Autre,0,0,Non
PN0458,"Ranferon cp",,,Autre,0,0,Non
PN0459,"Rapiclav 1g cp",,,Autre,0,0,Non
PN0460,"Regulix 10mg cp",,,Autre,0,0,Non
PN0461,"Regulix 80 mg",,,Autre,0,0,Non
PN0462,"Rejuvenex cp",,,Autre,0,0,Non
PN0463,"Renerve P cp",,,Autre,0,0,Non
PN0464,"Renerve Plus cp",,,Autre,0,0,Non
PN0465,"Restriva cp",,,Autre,0,0,Non
PN0466,"Ribatran cp",,,Autre,0,0,Non
PN0467,"Richfer cp",,,Autre,0,0,Non
PN0468,"Rinialer cp",,,Autre,0,0,Non
PN0469,"R lume 40mg cp",,,Autre,0,0,Non
PN0470,"R lume 80mg cp",,,Autre,0,0,Non
PN0471,"Roipar 1g cp",,,Autre,0,0,Non
PN0472,"Roipar 500mg cp",,,Autre,0,0,Non
PN0473,"Roipar plus cp",,,Autre,0,0,Non
PN0474,"Rhumadol cp",,,Autre,0,0,Non
PN0475,"Stopadol cp",,,Autre,0,0,Non
PN0476,"Rovamycine 3M.U.I cp",,,Autre,0,0,Non
PN0477,"Rovamycine 1M.U.I cp",,,Autre,0,0,Non
PN0478,"Runn P cp",,,Autre,0,0,Non
PN0479,"Rox-mycin cp",,,Autre,0,0,Non
PN0480,"Safex cp",,,Autre,0,0,Non
PN0481,"Sekalgic cp",,,Autre,0,0,Non
PN0482,"Sedaspir cp",,,Autre,0,0,Non
PN0483,"Sidenafil BGR 100mg cp",,,Autre,0,0,Non
PN0484,"Sitrus SR cp",,,Autre,0,0,Non
PN0485,"Spasfon cp",,,Autre,0,0,Non
PN0486,"Spasmarix 40mg cp",,,Autre,0,0,Non
PN0487,"Spasmarix 80mg cp",,,Autre,0,0,Non
PN0488,"Spasmo-apotel cp",,,Autre,0,0,Non
PN0489,"Spasmocalm cp",,,Autre,0,0,Non
PN0490,"Spasmosyl cp",,,Autre,0,0,Non
PN0491,"Spasmotroy 40mg cp",,,Autre,0,0,Non
PN0492,"Spasmotroy 80mg cp",,,Autre,0,0,Non
PN0493,"Shibudal cp",,,Autre,0,0,Non
PN0494,"stresam cp",,,Autre,0,0,Non
PN0495,"Sufix 200mg cp",,,Autre,0,0,Non
PN0496,"Sufix 400mg cp",,,Autre,0,0,Non
PN0497,"Sulfobactam 250mg cp",,,Autre,0,0,Non
PN0498,"Sulfobactam 500mg cp",,,Autre,0,0,Non
PN0499,"Surgam 100mg cp",,,Autre,0,0,Non
PN0500,"Surgam 200mg cp",,,Autre,0,0,Non
PN0501,"Tanakan cp",,,Autre,0,0,Non
PN0502,"Tanganil cp",,,Autre,0,0,Non
PN0503,"Tardyferon 80mg cp",,,Autre,0,0,Non
PN0504,"Tardyferon B/9 cp",,,Autre,0,0,Non
PN0505,"T-dol Rapid cp",,,Autre,0,0,Non
PN0506,"T-dol P Rapid cp",,,Autre,0,0,Non
PN0507,"Tegretol 200mg cp",,,Autre,0,0,Non
PN0508,"Tegretol LP 200mg cp",,,Autre,0,0,Non
PN0509,"Tegretol LP 400mg cp",,,Autre,0,0,Non
PN0510,"Tensiodip 5mg cp",,,Autre,0,0,Non
PN0511,"Tensiodip 10mg cp",,,Autre,0,0,Non
PN0512,"Ticasse 500mg cp",,,Autre,0,0,Non
PN0513,"Ticasse 1g cp",,,Autre,0,0,Non
PN0514,"Tensionorme cp",,,Autre,0,0,Non
PN0515,"T-fer cp",,,Autre,0,0,Non
PN0516,"Thiobactin 500mg cp",,,Autre,0,0,Non
PN0517,"Tinazol cp",,,Autre,0,0,Non
PN0518,"Toco 500mg cp",,,Autre,0,0,Non
PN0519,"Tocfim 200mg DT cp",,,Autre,0,0,Non
PN0520,"Traclav 1g cp",,,Autre,0,0,Non
PN0521,"Top-3 kit cp",,,Autre,0,0,Non
PN0522,"Tracedol cp",,,Autre,0,0,Non
PN0523,"Tramadol 50mg cp",,,Autre,0,0,Non
PN0524,"Tremadol cp",,,Autre,0,0,Non
PN0525,"Tricef 400mg cp",,,Autre,0,0,Non
PN0526,"Triafene cp",,,Autre,0,0,Non
PN0527,"Trialgic cp",,,Autre,0,0,Non
PN0528,"Troycal cp",,,Autre,0,0,Non
PN0529,"Trifene 200mg cp",,,Autre,0,0,Non
PN0530,"Trifene 400mg cp",,,Autre,0,0,Non
PN0531,"Triazide 5/25mg cp",,,Autre,0,0,Non
PN0532,"Triazide 10/12.5mg cp",,,Autre,0,0,Non
PN0533,"Triazide 10/25mg cp",,,Autre,0,0,Non
PN0534,"Vitamine C Upsa cp",,,Autre,0,0,Non
PN0535,"Vik vit C cp",,,Autre,0,0,Non
PN0536,"Utrogestan 100mg cp",,,Autre,0,0,Non
PN0537,"Utrogestan 200mg cp",,,Autre,0,0,Non
PN0538,"Urbanyl 10mg cp",,,Autre,0,0,Non
PN0539,"Vastarel 35mg cp",,,Autre,0,0,Non
PN0540,"Vermox 100mg cp",,,Autre,0,0,Non
PN0541,"Vermox 500mg cp",,,Autre,0,0,Non
PN0542,"Verrex 500mg cp",,,Autre,0,0,Non
PN0543,"Verzol 500mg cp",,,Autre,0,0,Non
PN0544,"Vicombil cp",,,Autre,0,0,Non
PN0545,"Vitamine C Galenica B/10 cp",,,Autre,0,0,Non
PN0546,"Vitamine C Galenica B/20 cp",,,Autre,0,0,Non
PN0547,"Vivagest cp",,,Autre,0,0,Non
PN0548,"Visceralgine cp",,,Autre,0,0,Non
PN0549,"Versino cp",,,Autre,0,0,Non
PN0550,"Vitafact cp",,,Autre,0,0,Non
PN0551,"Vitamine E forte cp",,,Autre,0,0,Non
PN0552,"Voltarene 5mg cp",,,Autre,0,0,Non
PN0553,"Wormin 500mg cp",,,Autre,0,0,Non
PN0554,"Wormin 100mg cp",,,Autre,0,0,Non
PN0555,"Xykaa 500mg cp",,,Autre,0,0,Non
PN0556,"Xykaa 1g cp",,,Autre,0,0,Non
PN0557,"Xerin cp",,,Autre,0,0,Non
PN0558,"X-flux cp",,,Autre,0,0,Non
PN0559,"Zamudol LP 100mg cp",,,Autre,0,0,Non
PN0560,"Zentel 400mg cp",,,Autre,0,0,Non
PN0561,"Zerodol P cp",,,Autre,0,0,Non
PN0562,"Zerodol CR cp",,,Autre,0,0,Non
PN0563,"Zyloric 100mg cp",,,Autre,0,0,Non
PN0564,"Zyloric 200mg cp",,,Autre,0,0,Non
PN0565,"Zyloric 300mg cp",,,Autre,0,0,Non
PN0566,"Zocin cp",,,Autre,0,0,Non
PN0567,"Aclav 1g B/12 Sh",,,Autre,0,0,Non
PN0568,"Aclav 1g B/16 Sh",,,Autre,0,0,Non
PN0569,"Aclav 500mg B/12 Sh",,,Autre,0,0,Non
PN0570,"Aclav 500mg B/16 Sh",,,Autre,0,0,Non
PN0571,"Alfamox 1g Sh",,,Autre,0,0,Non
PN0572,"Alfamox 500mg Sh",,,Autre,0,0,Non
PN0573,"Almax Forte Sh",,,Autre,0,0,Non
PN0574,"Amfocin Sh 1g",,,Autre,0,0,Non
PN0575,"Amoxiclav 1g Sh B/8",,,Autre,0,0,Non
PN0576,"Amoxiclav 1g Sh B/12",,,Autre,0,0,Non
PN0577,"Aspegic 100mg Sh",,,Autre,0,0,Non
PN0578,"Aspegic 250mg Sh",,,Autre,0,0,Non
PN0579,"Aspegic 500mg Sh",,,Autre,0,0,Non
PN0580,"Aspegic 1000mg Sh",,,Autre,0,0,Non
PN0581,"Azithro 100mg Sh",,,Autre,0,0,Non
PN0582,"Azithro 200mg Sh",,,Autre,0,0,Non
PN0583,"Cefixidel 100mg Sh",,,Autre,0,0,Non
PN0584,"Creaclav 1g Sh",,,Autre,0,0,Non
PN0585,"Bedelix Sh",,,Autre,0,0,Non
PN0586,"Biotic plus B/14 Sh",,,Autre,0,0,Non
PN0587,"Biotic plus B/24 Sh",,,Autre,0,0,Non
PN0588,"Curam 1g B/12 Sh",,,Autre,0,0,Non
PN0589,"Curam 1g B/24 Sh",,,Autre,0,0,Non
PN0590,"Dolimex 200mg Sh",,,Autre,0,0,Non
PN0591,"Dolimex 300mg Sh",,,Autre,0,0,Non
PN0592,"Dolimex 500mg Sh",,,Autre,0,0,Non
PN0593,"Dolimex 1g Sh",,,Autre,0,0,Non
PN0594,"Doliprane 200mg Sh",,,Autre,0,0,Non
PN0595,"Doliprane 300mg Sh",,,Autre,0,0,Non
PN0596,"Efferalgan 500mg Sh",,,Autre,0,0,Non
PN0597,"Fortans Sh",,,Autre,0,0,Non
PN0598,"Duphalac Sh",,,Autre,0,0,Non
PN0599,"Electrolyte Sh",,,Autre,0,0,Non
PN0600,"Exomuc Sh",,,Autre,0,0,Non
PN0601,"Fervex enf Sh",,,Autre,0,0,Non
PN0602,"Fervex A/D Sh",,,Autre,0,0,Non
PN0603,"Forlax B/10 Sh",,,Autre,0,0,Non
PN0604,"Forlax B/20 Sh",,,Autre,0,0,Non
PN0605,"Gaviscon Sh",,,Autre,0,0,Non
PN0606,"Genclav 250mg Sh",,,Autre,0,0,Non
PN0607,"Genclav 500mg Sh",,,Autre,0,0,Non
PN0608,"Genclav 1g Sh",,,Autre,0,0,Non
PN0609,"Immu C Sh",,,Autre,0,0,Non
PN0610,"Immu Active Denk Sh",,,Autre,0,0,Non
PN0611,"Kardegic 75mg Sh",,,Autre,0,0,Non
PN0612,"Kardegic 160mg Sh",,,Autre,0,0,Non
PN0613,"Lufanter 80 Sh",,,Autre,0,0,Non
PN0614,"Mucomyst Sh",,,Autre,0,0,Non
PN0615,"Maalox Sh",,,Autre,0,0,Non
PN0616,"Magnes Active Denk Sh",,,Autre,0,0,Non
PN0617,"Pepsane Sh",,,Autre,0,0,Non
PN0618,"Peptex Sh",,,Autre,0,0,Non
PN0619,"Rapidex Sh",,,Autre,0,0,Non
PN0620,"Recharge Active Sh",,,Autre,0,0,Non
PN0621,"Rinomicine Sh",,,Autre,0,0,Non
PN0622,"Rinogrip Sh",,,Autre,0,0,Non
PN0623,"Rhumadol ped Sh",,,Autre,0,0,Non
PN0624,"S R O Zinc Sh",,,Autre,0,0,Non
PN0625,"Saphir 1g B/12 Sh",,,Autre,0,0,Non
PN0626,"Saphir 500mg Sh",,,Autre,0,0,Non
PN0627,"Diosmectite Sh",,,Autre,0,0,Non
PN0628,"Smecta B/10 Sh",,,Autre,0,0,Non
PN0629,"Smecta B/20 Sh",,,Autre,0,0,Non
PN0630,"Tiorfan enf Sh",,,Autre,0,0,Non
PN0631,"Tributine Sh",,,Autre,0,0,Non
PN0632,"Trebon 300 Sh",,,Autre,0,0,Non
PN0633,"Trebon 600 Sh",,,Autre,0,0,Non
PN0634,"Zamox 500mg Sh",,,Autre,0,0,Non
PN0635,"Zamox 1g Sh B/12",,,Autre,0,0,Non
PN0636,"Zamox 1g Sh B/16",,,Autre,0,0,Non
PN0637,"Trofocard Max Sh",,,Autre,0,0,Non
PN0638,"Ulcar 1g Sh",,,Autre,0,0,Non
PN0639,"Vitamax Caffé B/10 Sh",,,Autre,0,0,Non
PN0640,"Vitamax Miel B/10 Sh",,,Autre,0,0,Non
PN0641,"Bioherb Sucré (Dr Secret) B/8 Sh",,,Autre,0,0,Non
PN0642,"Bioherb Sans Sucre (Dr Secret) B/8 Sh",,,Autre,0,0,Non
PN0643,"Dynamogene Amp/Buv",,,Autre,0,0,Non
PN0644,"Mag 2 Amp/Buv",,,Autre,0,0,Non
PN0645,"Magnoral Amp/Buv",,,Autre,0,0,Non
PN0646,"Maximag Amp/Buv",,,Autre,0,0,Non
PN0647,"Potenciator Amp/Buv",,,Autre,0,0,Non
PN0648,"Revitalose A/B Amp/Buv",,,Autre,0,0,Non
PN0649,"Rocmaline Amp/Buv",,,Autre,0,0,Non
PN0650,"Sargenor C Amp/Buv",,,Autre,0,0,Non
PN0651,"Stimol Amp/Buv",,,Autre,0,0,Non
PN0652,"Tothema Amp/Buv",,,Autre,0,0,Non
PN0653,"S R O Sh",,,Autre,0,0,Non
PN0654,"Ac. Foliq creat B/100",,,Autre,0,0,Non
PN0655,"Bora sipo pest",,,Autre,0,0,Non
PN0656,"philco cipro pest",,,Autre,0,0,Non
PN0657,"philco Metro pest",,,Autre,0,0,Non
PN0658,"Metro udi 200 SB.",,,Autre,0,0,Non
PN0659,"Medither inj B/6",,,Autre,0,0,Non
PN0660,"Artesiane inj",,,Autre,0,0,Non
PN0661,"Atropine inj 0,5",,,Autre,0,0,Non
PN0662,"Arthemeter Ubi inj B/10",,,Autre,0,0,Non
PN0663,"Artesun 60 inj",,,Autre,0,0,Non
PN0664,"Artesun 120 inj",,,Autre,0,0,Non
PN0665,"Becozyme inj",,,Autre,0,0,Non
PN0666,"Caplin Caprazole inj",,,Autre,0,0,Non
PN0667,"Dipro inj",,,Autre,0,0,Non
PN0668,"Diclo Denk 75mg inj",,,Autre,0,0,Non
PN0669,"Ciplacef 1g inj",,,Autre,0,0,Non
PN0670,"profenol 100mg inj",,,Autre,0,0,Non
PN0671,"dicacillile 1,2 inj",,,Autre,0,0,Non
PN0672,"Dicacillile 2.4 inj",,,Autre,0,0,Non
PN0673,"R-Lume inj",,,Autre,0,0,Non
PN0674,"Dislep 25 inj",,,Autre,0,0,Non
PN0675,"Diclofenac Ibu inj",,,Autre,0,0,Non
PN0676,"Dycinone inj 250",,,Autre,0,0,Non
PN0677,"Gastroject inj",,,Autre,0,0,Non
PN0678,"Gynospan inj",,,Autre,0,0,Non
PN0679,"lidocaine inj",,,Autre,0,0,Non
PN0680,"Osikort 40mg inj",,,Autre,0,0,Non
PN0681,"lerin inj",,,Autre,0,0,Non
PN0682,"Felden inj",,,Autre,0,0,Non
PN0683,"Prokefen inj",,,Autre,0,0,Non
PN0684,"Cefezone inj 1g",,,Autre,0,0,Non
PN0685,"Onecef 1g inj",,,Autre,0,0,Non
PN0686,"Pyocef 1g inj",,,Autre,0,0,Non
PN0687,"Sulbacef inf 1,5 g",,,Autre,0,0,Non
PN0688,"Synergon inj",,,Autre,0,0,Non
PN0689,"Rocephin 1g inj I4",,,Autre,0,0,Non
PN0690,"Spasmo Apotel inj",,,Autre,0,0,Non
PN0691,"Spasfon inj",,,Autre,0,0,Non
PN0692,"Spasmosyl inj",,,Autre,0,0,Non
PN0693,"Triam-Denk inj",,,Autre,0,0,Non
PN0694,"Trabar 100 inj",,,Autre,0,0,Non
PN0695,"Vitamine B/12 inj",,,Autre,0,0,Non
PN0696,"Vogalene inj",,,Autre,0,0,Non
PN0697,"Diclo 5 sup",,,Autre,0,0,Non
PN0698,"Diclowal sup",,,Autre,0,0,Non
PN0699,"Evamax ov",,,Autre,0,0,Non
PN0700,"Flagyl ov",,,Autre,0,0,Non
PN0701,"Elle Test",,,Autre,0,0,Non
PN0702,"Levatest (Levo test)",,,Autre,0,0,Non
PN0703,"Gencloben ov",,,Autre,0,0,Non
PN0704,"Gyflorine ov",,,Autre,0,0,Non
PN0705,"Gynofast ov",,,Autre,0,0,Non
PN0706,"Gynanfort ov",,,Autre,0,0,Non
PN0707,"Gynospan ov",,,Autre,0,0,Non
PN0708,"Gynospan sup",,,Autre,0,0,Non
PN0709,"Gynomax B/6 ov",,,Autre,0,0,Non
PN0710,"Gynomax B/12 ov",,,Autre,0,0,Non
PN0711,"Ketoprofen GH sup",,,Autre,0,0,Non
PN0712,"Ketoflex sup",,,Autre,0,0,Non
PN0713,"Nystasha ov",,,Autre,0,0,Non
PN0714,"Kinafon sup",,,Autre,0,0,Non
PN0715,"Microlax BB sup",,,Autre,0,0,Non
PN0716,"Microlax A/D sup",,,Autre,0,0,Non
PN0717,"Pevagin ov",,,Autre,0,0,Non
PN0718,"Polygynax B/6 ov",,,Autre,0,0,Non
PN0719,"Polygynax B/12 ov",,,Autre,0,0,Non
PN0720,"Prokefen sup",,,Autre,0,0,Non
PN0721,"Profenid sup",,,Autre,0,0,Non
PN0722,"Spasmo Apotel sup",,,Autre,0,0,Non
PN0723,"Spasmosyl sup",,,Autre,0,0,Non
PN0724,"Titanoreine sup",,,Autre,0,0,Non
PN0725,"Vagimilt ov",,,Autre,0,0,Non
PN0726,"Vogalene sup",,,Autre,0,0,Non
PN0727,"Visceralgine sup",,,Autre,0,0,Non
PN0728,"Voltaren 100 sup",,,Autre,0,0,Non
PN0729,"Zalain ovule",,,Autre,0,0,Non
PN0730,"Warimazol ov",,,Autre,0,0,Non
PN0731,"Ascabiol sol",,,Autre,0,0,Non
PN0732,"Acaribial sol",,,Autre,0,0,Non
PN0733,"Buccothymol Bb",,,Autre,0,0,Non
PN0734,"Betadine derm sol",,,Autre,0,0,Non
PN0735,"Betadine BB sol",,,Autre,0,0,Non
PN0736,"Betadine Vag sol",,,Autre,0,0,Non
PN0737,"Dakin sol 250ml",,,Autre,0,0,Non
PN0738,"Dakin 500ml sol",,,Autre,0,0,Non
PN0739,"Dermobacter 125ml sol",,,Autre,0,0,Non
PN0740,"Dermobacter 300ml sol",,,Autre,0,0,Non
PN0741,"Dexeryl sol",,,Autre,0,0,Non
PN0742,"Doloseptyl sol",,,Autre,0,0,Non
PN0743,"Clivon sol",,,Autre,0,0,Non
PN0744,"Eosine Aqueuse sol 2g",,,Autre,0,0,Non
PN0745,"Eludrilpro sol",,,Autre,0,0,Non
PN0746,"Exofen pdr",,,Autre,0,0,Non
PN0747,"Lactiva sol",,,Autre,0,0,Non
PN0748,"Ketocon shp",,,Autre,0,0,Non
PN0749,"Saforelle 100ml sol",,,Autre,0,0,Non
PN0750,"Saforelle 200ml sol",,,Autre,0,0,Non
PN0751,"Septivon sol",,,Autre,0,0,Non
PN0752,"Septyl BB",,,Autre,0,0,Non
PN0753,"Aclin gel",,,Autre,0,0,Non
PN0754,"Algesal gel",,,Autre,0,0,Non
PN0755,"Aclogel gel",,,Autre,0,0,Non
PN0756,"Betadine gel",,,Autre,0,0,Non
PN0757,"Baneocin pde",,,Autre,0,0,Non
PN0758,"Bronchodermique pde",,,Autre,0,0,Non
PN0759,"Clobex cr",,,Autre,0,0,Non
PN0760,"Cutacnyl 5% pde",,,Autre,0,0,Non
PN0761,"Cutacnyl 10% pde",,,Autre,0,0,Non
PN0762,"Clotri denk cr",,,Autre,0,0,Non
PN0763,"Curapel pde",,,Autre,0,0,Non
PN0764,"Diclowal spr",,,Autre,0,0,Non
PN0765,"Dynapar Qs 15ml spr",,,Autre,0,0,Non
PN0766,"Dynapar gel",,,Autre,0,0,Non
PN0767,"Dflex pde",,,Autre,0,0,Non
PN0768,"Diprolene pde",,,Autre,0,0,Non
PN0769,"Diprosalic pde",,,Autre,0,0,Non
PN0770,"Diprostene pde",,,Autre,0,0,Non
PN0771,"Diprostene cr",,,Autre,0,0,Non
PN0772,"Doulerex pde",,,Autre,0,0,Non
PN0773,"Fusiderme pde",,,Autre,0,0,Non
PN0774,"Gencloben cr",,,Autre,0,0,Non
PN0775,"Ketoderm pde",,,Autre,0,0,Non
PN0776,"Ketocon cr",,,Autre,0,0,Non
PN0777,"Hemorex kit",,,Autre,0,0,Non
PN0778,"Litacold vap",,,Autre,0,0,Non
PN0779,"L-Mesitran 50g pde",,,Autre,0,0,Non
PN0780,"L-Mesitran 100g pde",,,Autre,0,0,Non
PN0781,"Locoid cr",,,Autre,0,0,Non
PN0782,"Micokin 2% cr",,,Autre,0,0,Non
PN0783,"Micolex cr",,,Autre,0,0,Non
PN0784,"Micolex 3 cr",,,Autre,0,0,Non
PN0785,"Intimyty gel",,,Autre,0,0,Non
PN0786,"Coton Hydrophile 50g",,,Autre,0,0,Non
PN0787,"Coton Hydrophile 100g",,,Autre,0,0,Non
PN0788,"Mycoster creme",,,Autre,0,0,Non
PN0789,"Mycoster spray",,,Autre,0,0,Non
PN0790,"Niflugel pde",,,Autre,0,0,Non
PN0791,"Oxyplastine pde",,,Autre,0,0,Non
PN0792,"Phenergan pde",,,Autre,0,0,Non
PN0793,"Positon pde",,,Autre,0,0,Non
PN0794,"Positon cre",,,Autre,0,0,Non
PN0795,"Procomil cre",,,Autre,0,0,Non
PN0796,"PKG cre",,,Autre,0,0,Non
PN0797,"Pevagin cre",,,Autre,0,0,Non
PN0798,"Titanoreine cre",,,Autre,0,0,Non
PN0799,"Trecopex pde",,,Autre,0,0,Non
PN0800,"Triafene gel",,,Autre,0,0,Non
PN0801,"Vendome gel",,,Autre,0,0,Non
PN0802,"Volini gel",,,Autre,0,0,Non
PN0803,"Vovgel gel",,,Autre,0,0,Non
PN0804,"Voltaren cr   Emulgre",,,Autre,0,0,Non
PN0805,"Vegebom secours 50g gel",,,Autre,0,0,Non
PN0806,"Vegebom secours 100g gel",,,Autre,0,0,Non
PN0807,"Vegebom Tonifiant gel",,,Autre,0,0,Non
PN0808,"Warimazol cre",,,Autre,0,0,Non
PN0809,"Sparadrap 5m*18cm",,,Autre,0,0,Non
PN0810,"Bande crepe 4cm*5m",,,Autre,0,0,Non
PN0811,"Bande crepe 4cm*7m",,,Autre,0,0,Non
PN0812,"Bande crepe 4cm*10m",,,Autre,0,0,Non
PN0813,"Bande crepe 4cm*15m",,,Autre,0,0,Non
PN0814,"Bande crepe 4cm*20m",,,Autre,0,0,Non
PN0815,"Bande ordinaire 15 cm",,,Autre,0,0,Non
PN0816,"Bande ordinaire 10 cm",,,Autre,0,0,Non
PN0817,"Gants steril 7.5",,,Autre,0,0,Non
PN0818,"Compress Steril 40*40m",,,Autre,0,0,Non
PN0819," Maxidrol pde",,,Autre,0,0,Non
PN0820,"Fleming 250 sp",,,Autre,0,0,Non
PN0821,"Flucazol sp",,,Autre,0,0,Non
